Symbol,Timeframe,Lot Size,TP Pips,SL Pips,Win Rate,Profit Factor,Total P/L,Total Trades,Net Pips
CHFJPY_SB,30m,0.10,5.0,2.0,76.47%,8.12,57.00,17,56.99999999819738
CHFJPY_SB,30m,0.10,10.0,2.0,76.47%,16.25,122.00,17,122.00000000035516
CHFJPY_SB,30m,0.10,10.0,5.0,76.47%,6.50,110.00,17,110.00000000109367
CHFJPY_SB,30m,0.10,15.0,2.0,76.47%,24.37,187.00,17,186.9999999988181
CHFJPY_SB,30m,0.10,15.0,5.0,76.47%,9.75,175.00,17,174.99999999955662
CHFJPY_SB,30m,0.10,15.0,10.0,76.47%,4.87,155.00,17,154.9999999988927
CHFJPY_SB,30m,0.10,20.0,2.0,76.47%,32.50,252.00,17,252.0000000009759
CHFJPY_SB,30m,0.10,20.0,5.0,76.47%,13.00,240.00,17,240.0000000017144
CHFJPY_SB,30m,0.10,20.0,10.0,76.47%,6.50,220.00,17,220.00000000105047
CHFJPY_SB,30m,0.10,20.0,18.0,76.47%,3.61,188.00,17,188.00000000112504
CHFJPY_SB,30m,0.10,36.7,2.0,76.47%,59.64,469.10,17,469.09999999968477
CHFJPY_SB,30m,0.10,36.7,5.0,76.47%,23.86,457.10,17,457.1000000004233
CHFJPY_SB,30m,0.10,36.7,10.0,76.47%,11.93,437.10,17,437.09999999975935
CHFJPY_SB,30m,0.10,36.7,18.0,76.47%,6.63,405.10,17,405.0999999998339
CHFJPY_SB,30m,0.10,36.7,34.0,76.47%,3.51,341.10,17,341.0999999999831
CHFJPY_SB,30m,0.10,68.3,2.0,76.47%,110.99,879.90,17,879.9000000007595
CHFJPY_SB,30m,0.10,68.3,5.0,76.47%,44.40,867.90,17,867.900000001498
CHFJPY_SB,30m,0.10,68.3,10.0,76.47%,22.20,847.90,17,847.9000000008341
CHFJPY_SB,30m,0.10,68.3,18.0,76.47%,12.33,815.90,17,815.9000000009087
CHFJPY_SB,30m,0.10,68.3,34.0,76.47%,6.53,751.90,17,751.9000000010578
CHFJPY_SB,30m,0.10,68.3,50.0,76.47%,4.44,687.90,17,687.900000001207
CHFJPY_SB,30m,0.10,100.0,2.0,70.59%,120.00,1190.00,17,1189.9999999985766
CHFJPY_SB,30m,0.10,100.0,5.0,70.59%,48.00,1175.00,17,1174.9999999994998
CHFJPY_SB,30m,0.10,100.0,10.0,70.59%,24.00,1150.00,17,1149.9999999986699
CHFJPY_SB,30m,0.10,100.0,18.0,70.59%,13.33,1110.00,17,1109.999999998763
CHFJPY_SB,30m,0.10,100.0,34.0,70.59%,7.06,1030.00,17,1029.9999999989495
CHFJPY_SB,30m,0.10,100.0,50.0,70.59%,4.80,950.00,17,949.999999999136
CHFJPY_SB,15m,0.10,5.0,2.0,65.28%,4.70,185.00,72,184.99999999278316
CHFJPY_SB,15m,0.10,10.0,2.0,65.28%,9.40,420.00,72,420.00000000058435
CHFJPY_SB,15m,0.10,10.0,5.0,65.28%,3.76,345.00,72,345.00000000520004
CHFJPY_SB,15m,0.10,15.0,2.0,65.28%,14.10,655.00,72,654.9999999950273
CHFJPY_SB,15m,0.10,15.0,5.0,65.28%,5.64,580.00,72,579.999999999643
CHFJPY_SB,15m,0.10,15.0,10.0,65.28%,2.82,455.00,72,454.99999999549345
CHFJPY_SB,15m,0.10,20.0,2.0,65.28%,18.80,890.00,72,890.0000000028285
CHFJPY_SB,15m,0.10,20.0,5.0,65.28%,7.52,815.00,72,815.0000000074442
CHFJPY_SB,15m,0.10,20.0,10.0,65.28%,3.76,690.00,72,690.0000000032946
CHFJPY_SB,15m,0.10,20.0,18.0,65.28%,2.09,490.00,72,490.00000000376076
CHFJPY_SB,15m,0.10,36.7,2.0,65.28%,34.50,1674.90,72,1674.8999999981606
CHFJPY_SB,15m,0.10,36.7,5.0,65.28%,13.80,1599.90,72,1599.9000000027763
CHFJPY_SB,15m,0.10,36.7,10.0,65.28%,6.90,1474.90,72,1474.8999999986268
CHFJPY_SB,15m,0.10,36.7,18.0,65.28%,3.83,1274.90,72,1274.8999999990929
CHFJPY_SB,15m,0.10,36.7,34.0,65.28%,2.03,874.90,72,874.9000000000251
CHFJPY_SB,15m,0.10,68.3,2.0,65.28%,64.20,3160.10,72,3160.1000000020463
CHFJPY_SB,15m,0.10,68.3,5.0,65.28%,25.68,3085.10,72,3085.100000006662
CHFJPY_SB,15m,0.10,68.3,10.0,65.28%,12.84,2960.10,72,2960.1000000025124
CHFJPY_SB,15m,0.10,68.3,18.0,65.28%,7.13,2760.10,72,2760.1000000029785
CHFJPY_SB,15m,0.10,68.3,34.0,65.28%,3.78,2360.10,72,2360.1000000039107
CHFJPY_SB,15m,0.10,68.3,50.0,65.28%,2.57,1960.10,72,1960.100000004843
CHFJPY_SB,15m,0.10,100.0,2.0,63.89%,88.46,4548.00,72,4547.99999999409
CHFJPY_SB,15m,0.10,100.0,5.0,63.89%,35.38,4470.00,72,4469.99999999889
CHFJPY_SB,15m,0.10,100.0,10.0,63.89%,17.69,4340.00,72,4339.999999994575
CHFJPY_SB,15m,0.10,100.0,18.0,63.89%,9.83,4132.00,72,4131.99999999506
CHFJPY_SB,15m,0.10,100.0,34.0,65.28%,5.53,3850.00,72,3849.99999999593
CHFJPY_SB,15m,0.10,100.0,50.0,65.28%,3.76,3450.00,72,3449.9999999968622
CHFJPY_SB,1h,0.10,5.0,2.0,64.29%,4.50,35.00,14,34.999999998603926
CHFJPY_SB,1h,0.10,10.0,2.0,64.29%,9.00,80.00,14,80.00000000009777
CHFJPY_SB,1h,0.10,10.0,5.0,64.29%,3.60,65.00,14,65.00000000102091
CHFJPY_SB,1h,0.10,15.0,2.0,64.29%,13.50,125.00,14,124.99999999903366
CHFJPY_SB,1h,0.10,15.0,5.0,64.29%,5.40,110.00,14,109.9999999999568
CHFJPY_SB,1h,0.10,15.0,10.0,64.29%,2.70,85.00,14,84.99999999912689
CHFJPY_SB,1h,0.10,20.0,2.0,64.29%,18.00,170.00,14,170.0000000005275
CHFJPY_SB,1h,0.10,20.0,5.0,64.29%,7.20,155.00,14,155.00000000145064
CHFJPY_SB,1h,0.10,20.0,10.0,64.29%,3.60,130.00,14,130.00000000062073
CHFJPY_SB,1h,0.10,20.0,18.0,64.29%,2.00,90.00,14,90.00000000071395
CHFJPY_SB,1h,0.10,36.7,2.0,64.29%,33.03,320.30,14,320.29999999963366
CHFJPY_SB,1h,0.10,36.7,5.0,64.29%,13.21,305.30,14,305.3000000005568
CHFJPY_SB,1h,0.10,36.7,10.0,64.29%,6.61,280.30,14,280.2999999997269
CHFJPY_SB,1h,0.10,36.7,18.0,64.29%,3.67,240.30,14,240.2999999998201
CHFJPY_SB,1h,0.10,36.7,34.0,64.29%,1.94,160.30,14,160.30000000000655
CHFJPY_SB,1h,0.10,68.3,2.0,64.29%,61.47,604.70,14,604.7000000003777
CHFJPY_SB,1h,0.10,68.3,5.0,64.29%,24.59,589.70,14,589.7000000013009
CHFJPY_SB,1h,0.10,68.3,10.0,64.29%,12.29,564.70,14,564.7000000004709
CHFJPY_SB,1h,0.10,68.3,18.0,64.29%,6.83,524.70,14,524.7000000005642
CHFJPY_SB,1h,0.10,68.3,34.0,64.29%,3.62,444.70,14,444.7000000007506
CHFJPY_SB,1h,0.10,68.3,50.0,64.29%,2.46,364.70,14,364.70000000093705
CHFJPY_SB,1h,0.10,100.0,2.0,64.29%,90.00,890.00,14,889.9999999988495
CHFJPY_SB,1h,0.10,100.0,5.0,64.29%,36.00,875.00,14,874.9999999997726
CHFJPY_SB,1h,0.10,100.0,10.0,64.29%,18.00,850.00,14,849.9999999989427
CHFJPY_SB,1h,0.10,100.0,18.0,64.29%,10.00,810.00,14,809.9999999990359
CHFJPY_SB,1h,0.10,100.0,34.0,64.29%,5.29,730.00,14,729.9999999992224
CHFJPY_SB,1h,0.10,100.0,50.0,64.29%,3.60,650.00,14,649.9999999994088
CHFJPY_SB,5m,0.10,5.0,2.0,70.49%,5.97,537.00,183,536.9999999811625
CHFJPY_SB,5m,0.10,10.0,2.0,69.95%,11.64,1170.00,183,1170.0000000024602
CHFJPY_SB,5m,0.10,10.0,5.0,69.95%,4.65,1005.00,183,1005.0000000126147
CHFJPY_SB,5m,0.10,15.0,2.0,68.85%,16.58,1776.00,183,1775.9999999873344
CHFJPY_SB,5m,0.10,15.0,5.0,68.85%,6.63,1605.00,183,1604.9999999978581
CHFJPY_SB,5m,0.10,15.0,10.0,68.85%,3.32,1320.00,183,1319.9999999883971
CHFJPY_SB,5m,0.10,20.0,2.0,68.31%,21.55,2384.00,183,2384.0000000080863
CHFJPY_SB,5m,0.10,20.0,5.0,68.31%,8.62,2210.00,183,2210.0000000187947
CHFJPY_SB,5m,0.10,20.0,10.0,68.31%,4.31,1920.00,183,1920.0000000091677
CHFJPY_SB,5m,0.10,20.0,18.0,68.31%,2.39,1456.00,183,1456.000000010249
CHFJPY_SB,5m,0.10,36.7,2.0,66.67%,36.70,4355.40,183,4355.399999995484
