Symbol,Timeframe,Lot Size,TP Pips,SL Pips,Win Rate,Profit Factor,Total P/L,Total Trades,Net Pips
EURCAD_SB,1h,0.10,5.0,2.0,58.33%,3.50,25.00,12,24.99999999999725
EURCAD_SB,1h,0.10,10.0,2.0,33.33%,2.50,24.00,12,23.999999999997357
EURCAD_SB,1h,0.10,10.0,5.0,41.67%,1.43,15.00,12,14.999999999998344
EURCAD_SB,1h,0.10,15.0,2.0,25.00%,2.50,27.00,12,27.000000000003688
EURCAD_SB,1h,0.10,15.0,5.0,33.33%,1.50,20.00,12,20.00000000000668
EURCAD_SB,1h,0.10,15.0,10.0,33.33%,0.75,-20.00,12,-19.999999999988916
EURCAD_SB,1h,0.10,20.0,2.0,25.00%,3.33,42.00,12,42.00000000000204
EURCAD_SB,1h,0.10,20.0,5.0,25.00%,1.33,15.00,12,15.000000000005016
EURCAD_SB,1h,0.10,20.0,10.0,25.00%,0.67,-30.00,12,-29.999999999990024
EURCAD_SB,1h,0.10,20.0,18.0,25.00%,0.37,-102.00,12,-102.00000000000207
EURCAD_SB,1h,0.10,36.7,2.0,25.00%,6.12,92.10,12,92.10000000000386
EURCAD_SB,1h,0.10,36.7,5.0,25.00%,2.45,65.10,12,65.10000000000683
EURCAD_SB,1h,0.10,36.7,10.0,25.00%,1.22,20.10,12,20.10000000001179
EURCAD_SB,1h,0.10,36.7,18.0,25.00%,0.68,-51.90,12,-51.90000000000026
EURCAD_SB,1h,0.10,36.7,34.0,41.67%,0.77,-54.50,12,-54.500000000001734
EURCAD_SB,1h,0.10,68.3,2.0,16.67%,6.83,116.60,12,116.60000000000004
EURCAD_SB,1h,0.10,68.3,5.0,16.67%,2.73,86.60,12,86.60000000000335
EURCAD_SB,1h,0.10,68.3,10.0,16.67%,1.37,36.60,12,36.60000000000886
EURCAD_SB,1h,0.10,68.3,18.0,16.67%,0.76,-43.40,12,-43.400000000004525
EURCAD_SB,1h,0.10,68.3,34.0,33.33%,1.00,1.20,12,1.1999999999901547
EURCAD_SB,1h,0.10,68.3,50.0,33.33%,0.73,-99.20,12,-99.19999999999703
EURCAD_SB,1h,0.10,100.0,2.0,8.33%,4.55,78.00,12,78.0000000000025
EURCAD_SB,1h,0.10,100.0,5.0,8.33%,1.82,45.00,12,45.00000000000615
EURCAD_SB,1h,0.10,100.0,10.0,8.33%,0.91,-10.00,12,-9.999999999987779
EURCAD_SB,1h,0.10,100.0,18.0,8.33%,0.51,-98.00,12,-98.0000000000025
EURCAD_SB,1h,0.10,100.0,34.0,16.67%,0.59,-140.00,12,-140.0000000000067
EURCAD_SB,1h,0.10,100.0,50.0,16.67%,0.42,-272.40,12,-272.39999999999037
EURCAD_SB,15m,0.10,5.0,2.0,55.41%,3.11,139.00,74,138.9999999999848
EURCAD_SB,15m,0.10,10.0,2.0,37.84%,3.04,188.00,74,187.9999999999793
EURCAD_SB,15m,0.10,10.0,5.0,41.89%,1.44,95.00,74,94.9999999999894
EURCAD_SB,15m,0.10,15.0,2.0,20.27%,1.91,107.00,74,107.00000000002171
EURCAD_SB,15m,0.10,15.0,5.0,27.03%,1.11,30.00,74,30.000000000040927
EURCAD_SB,15m,0.10,15.0,10.0,29.73%,0.63,-190.00,74,-189.99999999993065
EURCAD_SB,15m,0.10,20.0,2.0,16.22%,1.94,116.00,74,116.00000000001413
EURCAD_SB,15m,0.10,20.0,5.0,21.62%,1.10,30.00,74,30.000000000032117
EURCAD_SB,15m,0.10,20.0,10.0,24.32%,0.64,-200.00,74,-199.99999999993832
EURCAD_SB,15m,0.10,20.0,18.0,45.95%,0.92,-58.30,74,-58.30000000000882
EURCAD_SB,15m,0.10,36.7,2.0,10.81%,2.22,161.60,74,161.60000000001975
EURCAD_SB,15m,0.10,36.7,5.0,17.57%,1.56,172.10,74,172.10000000004158
EURCAD_SB,15m,0.10,36.7,10.0,20.27%,0.93,-39.50,74,-39.499999999925876
EURCAD_SB,15m,0.10,36.7,18.0,40.54%,1.35,274.00,74,274.0000000000081
EURCAD_SB,15m,0.10,36.7,34.0,51.35%,1.11,135.60,74,135.59999999999923
EURCAD_SB,15m,0.10,68.3,2.0,6.76%,2.47,203.50,74,203.50000000001006
EURCAD_SB,15m,0.10,68.3,5.0,9.46%,1.43,143.10,74,143.1000000000294
EURCAD_SB,15m,0.10,68.3,10.0,12.16%,0.95,-35.30,74,-35.29999999993811
EURCAD_SB,15m,0.10,68.3,18.0,25.68%,1.24,241.10,74,241.09999999996774
EURCAD_SB,15m,0.10,68.3,34.0,37.84%,1.13,196.20,74,196.19999999993934
EURCAD_SB,15m,0.10,68.3,50.0,48.65%,1.21,393.10,74,393.1000000000013
EURCAD_SB,15m,0.10,100.0,2.0,5.41%,2.86,260.00,74,260.00000000001603
EURCAD_SB,15m,0.10,100.0,5.0,6.76%,1.45,155.00,74,155.00000000003854
EURCAD_SB,15m,0.10,100.0,10.0,8.11%,0.88,-80.00,74,-79.9999999999244
