Symbol,Timeframe,Lot Size,TP Pips,SL Pips,Win Rate,Profit Factor,Total P/L,Total Trades,Net Pips
GBPJPY_SB,1h,0.10,5.0,2.0,85.71%,15.00,84.00,21,83.9999999976726
GBPJPY_SB,1h,0.10,10.0,2.0,85.71%,30.00,174.00,21,174.0000000006603
GBPJPY_SB,1h,0.10,10.0,5.0,85.71%,12.00,165.00,21,165.00000000121418
GBPJPY_SB,1h,0.10,15.0,2.0,85.71%,45.00,264.00,21,263.9999999985321
GBPJPY_SB,1h,0.10,15.0,5.0,85.71%,18.00,255.00,21,254.99999999908596
GBPJPY_SB,1h,0.10,15.0,10.0,85.71%,9.00,240.00,21,239.999999998588
GBPJPY_SB,1h,0.10,20.0,2.0,85.71%,60.00,354.00,21,354.00000000151977
GBPJPY_SB,1h,0.10,20.0,5.0,85.71%,24.00,345.00,21,345.00000000207365
GBPJPY_SB,1h,0.10,20.0,10.0,85.71%,12.00,330.00,21,330.0000000015757
GBPJPY_SB,1h,0.10,20.0,18.0,85.71%,6.67,306.00,21,306.00000000163163
GBPJPY_SB,1h,0.10,36.7,2.0,85.71%,110.10,654.60,21,654.5999999997321
GBPJPY_SB,1h,0.10,36.7,5.0,85.71%,44.04,645.60,21,645.600000000286
GBPJPY_SB,1h,0.10,36.7,10.0,85.71%,22.02,630.60,21,630.599999999788
GBPJPY_SB,1h,0.10,36.7,18.0,85.71%,12.23,606.60,21,606.5999999998439
GBPJPY_SB,1h,0.10,36.7,34.0,85.71%,6.48,558.60,21,558.5999999999558
GBPJPY_SB,1h,0.10,68.3,2.0,85.71%,204.90,1223.40,21,1223.4000000012202
GBPJPY_SB,1h,0.10,68.3,5.0,85.71%,81.96,1214.40,21,1214.400000001774
GBPJPY_SB,1h,0.10,68.3,10.0,85.71%,40.98,1199.40,21,1199.400000001276
GBPJPY_SB,1h,0.10,68.3,18.0,85.71%,22.77,1175.40,21,1175.400000001332
GBPJPY_SB,1h,0.10,68.3,34.0,85.71%,12.05,1127.40,21,1127.400000001444
GBPJPY_SB,1h,0.10,68.3,50.0,85.71%,8.20,1079.40,21,1079.4000000015558
GBPJPY_SB,1h,0.10,100.0,2.0,85.71%,300.00,1794.00,21,1793.9999999981637
GBPJPY_SB,1h,0.10,100.0,5.0,85.71%,120.00,1785.00,21,1784.9999999987176
GBPJPY_SB,1h,0.10,100.0,10.0,85.71%,60.00,1770.00,21,1769.9999999982197
GBPJPY_SB,1h,0.10,100.0,18.0,85.71%,33.33,1746.00,21,1745.9999999982756
GBPJPY_SB,1h,0.10,100.0,34.0,85.71%,17.65,1698.00,21,1697.9999999983875
GBPJPY_SB,1h,0.10,100.0,50.0,85.71%,12.00,1650.00,21,1649.9999999984993
GBPJPY_SB,30m,0.10,5.0,2.0,66.67%,5.00,72.00,27,71.99999999727424
GBPJPY_SB,30m,0.10,10.0,2.0,66.67%,10.00,162.00,27,162.00000000026193
GBPJPY_SB,30m,0.10,10.0,5.0,66.67%,4.00,135.00,27,135.00000000192358
GBPJPY_SB,30m,0.10,15.0,2.0,66.67%,15.00,252.00,27,251.99999999813372
GBPJPY_SB,30m,0.10,15.0,5.0,66.67%,6.00,225.00,27,224.99999999979536
GBPJPY_SB,30m,0.10,15.0,10.0,66.67%,3.00,180.00,27,179.99999999830152
GBPJPY_SB,30m,0.10,20.0,2.0,66.67%,20.00,342.00,27,342.0000000011214
GBPJPY_SB,30m,0.10,20.0,5.0,66.67%,8.00,315.00,27,315.00000000278305
