Symbol,Timeframe,Lot Size,TP Pips,SL Pips,Win Rate,Profit Factor,Total P/L,Total Trades,Net Pips
EURUSD_SB,5m,0.10,28.8,26.0,43.19%,0.84,-503.60,213,-503.5999999999367
EURUSD_SB,15m,0.10,52.5,14.0,22.22%,0.84,-95.20,54,-95.20000000003529
EURUSD_SB,5m,0.10,52.5,38.0,38.50%,0.83,-836.00,213,-836.0000000000668
EURUSD_SB,15m,0.10,52.5,26.0,31.48%,0.79,-206.70,54,-206.69999999998367
EURUSD_SB,15m,0.10,76.3,14.0,16.67%,0.76,-151.90,54,-151.90000000003374
EURUSD_SB,1h,0.10,28.8,26.0,40.00%,0.74,-61.20,15,-61.19999999999456
EURUSD_SB,30m,0.10,28.8,2.0,4.76%,0.72,-11.20,21,-11.199999999995658
EURUSD_SB,5m,0.10,76.3,26.0,20.66%,0.69,-1372.30,213,-1372.2999999998997
EURUSD_SB,5m,0.10,52.5,14.0,15.96%,0.67,-837.90,213,-837.9000000001222
EURUSD_SB,5m,0.10,52.5,26.0,25.35%,0.65,-1415.50,213,-1415.4999999999268
EURUSD_SB,30m,0.10,76.3,14.0,14.29%,0.64,-89.90,21,-89.90000000001169
EURUSD_SB,5m,0.10,76.3,14.0,12.21%,0.64,-946.30,213,-946.3000000001182
EURUSD_SB,5m,0.10,28.8,2.0,4.23%,0.64,-148.80,213,-148.79999999995442
EURUSD_SB,1h,0.10,52.5,14.0,13.33%,0.58,-77.00,15,-77.00000000000931
EURUSD_SB,1h,0.10,76.3,38.0,20.00%,0.50,-227.10,15,-227.10000000000218
EURUSD_SB,15m,0.10,52.5,2.0,1.85%,0.50,-53.50,54,-53.49999999998841
EURUSD_SB,1h,0.10,76.3,26.0,13.33%,0.45,-185.40,15,-185.39999999999114
EURUSD_SB,1h,0.10,76.3,14.0,6.67%,0.39,-119.70,15,-119.70000000000927
EURUSD_SB,5m,0.10,52.5,2.0,1.41%,0.38,-262.50,213,-262.49999999995316
EURUSD_SB,1h,0.10,28.8,14.0,13.33%,0.32,-124.40,15,-124.40000000000896
EURUSD_SB,5m,0.10,76.3,2.0,0.47%,0.13,-370.40,213,-370.39999999995393
EURUSD_SB,4h,0.10,28.8,2.0,0.00%,-0.00,-4.00,2,-3.9999999999995595
EURUSD_SB,4h,0.10,28.8,14.0,0.00%,-0.00,-28.00,2,-28.000000000001357
EURUSD_SB,4h,0.10,52.5,2.0,0.00%,-0.00,-4.00,2,-3.9999999999995595
EURUSD_SB,4h,0.10,52.5,14.0,0.00%,-0.00,-28.00,2,-28.000000000001357
EURUSD_SB,4h,0.10,76.3,2.0,0.00%,-0.00,-4.00,2,-3.9999999999995595
EURUSD_SB,4h,0.10,76.3,14.0,0.00%,-0.00,-28.00,2,-28.000000000001357
EURUSD_SB,30m,0.10,52.5,2.0,0.00%,-0.00,-42.00,21,-41.999999999995374
EURUSD_SB,30m,0.10,76.3,2.0,0.00%,-0.00,-42.00,21,-41.999999999995374
EURUSD_SB,1h,0.10,52.5,2.0,0.00%,-0.00,-30.00,15,-29.999999999996696
EURUSD_SB,1h,0.10,76.3,2.0,0.00%,-0.00,-30.00,15,-29.999999999996696
EURUSD_SB,15m,0.10,76.3,2.0,0.00%,-0.00,-108.00,54,-107.99999999998795
