Symbol,Timeframe,Lot Size,TP Pips,SL Pips,Win Rate,Profit Factor,Total P/L,Total Trades,Net Pips
NZDJPY_SB,1h,0.10,5.0,2.0,69.23%,5.62,37.00,13,36.999999999949296
NZDJPY_SB,1h,0.10,10.0,2.0,69.23%,11.25,82.00,13,82.00000000016416
NZDJPY_SB,1h,0.10,10.0,5.0,69.23%,4.50,70.00,13,70.00000000033424
NZDJPY_SB,1h,0.10,15.0,2.0,69.23%,16.87,127.00,13,126.99999999910005
NZDJPY_SB,1h,0.10,15.0,5.0,69.23%,6.75,115.00,13,114.99999999927013
NZDJPY_SB,1h,0.10,15.0,10.0,69.23%,3.37,95.00,13,94.99999999917463
NZDJPY_SB,1h,0.10,20.0,2.0,69.23%,22.50,172.00,13,171.99999999931492
NZDJPY_SB,1h,0.10,20.0,5.0,69.23%,9.00,160.00,13,159.999999999485
NZDJPY_SB,1h,0.10,20.0,10.0,69.23%,4.50,140.00,13,139.9999999993895
NZDJPY_SB,1h,0.10,20.0,18.0,69.23%,2.50,108.00,13,107.99999999946408
NZDJPY_SB,1h,0.10,36.7,2.0,69.23%,41.29,322.30,13,322.29999999970005
NZDJPY_SB,1h,0.10,36.7,5.0,69.23%,16.51,310.30,13,310.2999999998701
NZDJPY_SB,1h,0.10,36.7,10.0,69.23%,8.26,290.30,13,290.2999999997746
NZDJPY_SB,1h,0.10,36.7,18.0,69.23%,4.59,258.30,13,258.2999999998492
NZDJPY_SB,1h,0.10,36.7,34.0,69.23%,2.43,194.30,13,194.29999999999836
NZDJPY_SB,1h,0.10,68.3,2.0,69.23%,76.84,606.70,13,606.6999999991651
NZDJPY_SB,1h,0.10,68.3,5.0,69.23%,30.73,594.70,13,594.6999999993352
NZDJPY_SB,1h,0.10,68.3,10.0,69.23%,15.37,574.70,13,574.6999999992397
NZDJPY_SB,1h,0.10,68.3,18.0,69.23%,8.54,542.70,13,542.6999999993143
NZDJPY_SB,1h,0.10,68.3,34.0,69.23%,4.52,478.70,13,478.69999999946344
NZDJPY_SB,1h,0.10,68.3,50.0,69.23%,3.07,414.70,13,414.6999999996126
NZDJPY_SB,1h,0.10,100.0,2.0,69.23%,112.50,892.00,13,892.0000000001949
