Symbol,Timeframe,Lot Size,TP Pips,SL Pips,Win Rate,Profit Factor,Total P/L,Total Trades,Net Pips
EURUSD_SB,1h,0.10,5.0,2.0,53.33%,2.86,26.00,15,25.999999999997137
EURUSD_SB,1h,0.10,10.0,2.0,26.67%,1.82,18.00,15,17.999999999998018
EURUSD_SB,1h,0.10,10.0,5.0,33.33%,1.00,0.00,15,0.000000000000007105427357601002
EURUSD_SB,1h,0.10,15.0,2.0,20.00%,1.88,21.00,15,21.00000000000435
EURUSD_SB,1h,0.10,15.0,5.0,20.00%,0.75,-15.00,15,-14.999999999991672
EURUSD_SB,1h,0.10,15.0,10.0,26.67%,0.55,-50.00,15,-49.99999999998559
EURUSD_SB,1h,0.10,20.0,2.0,20.00%,2.50,36.00,15,36.0000000000027
EURUSD_SB,1h,0.10,20.0,5.0,20.00%,1.00,0.00,15,0.000000000006679101716144942
EURUSD_SB,1h,0.10,20.0,10.0,20.00%,0.50,-60.00,15,-59.9999999999867
EURUSD_SB,1h,0.10,20.0,18.0,33.33%,0.56,-80.00,15,-80.00000000000227
EURUSD_SB,1h,0.10,36.7,2.0,0.00%,-0.00,-30.00,15,-29.999999999996696
EURUSD_SB,1h,0.10,36.7,5.0,6.67%,0.52,-33.30,15,-33.29999999999165
EURUSD_SB,1h,0.10,36.7,10.0,13.33%,0.56,-56.60,15,-56.599999999984405
EURUSD_SB,1h,0.10,36.7,18.0,20.00%,0.51,-105.90,15,-105.90000000000094
EURUSD_SB,1h,0.10,36.7,34.0,46.67%,0.94,-15.10,15,-15.10000000000116
EURUSD_SB,1h,0.10,68.3,2.0,0.00%,-0.00,-30.00,15,-29.999999999996696
EURUSD_SB,1h,0.10,68.3,5.0,6.67%,0.98,-1.70,15,-1.6999999999933522
EURUSD_SB,1h,0.10,68.3,10.0,13.33%,1.05,6.60,15,6.600000000012187
EURUSD_SB,1h,0.10,68.3,18.0,13.33%,0.58,-97.40,15,-97.4000000000052
EURUSD_SB,1h,0.10,68.3,34.0,26.67%,0.73,-100.80,15,-100.80000000001189
EURUSD_SB,1h,0.10,68.3,50.0,33.33%,0.68,-158.50,15,-158.49999999999466
EURUSD_SB,1h,0.10,100.0,2.0,0.00%,-0.00,-30.00,15,-29.999999999996696
EURUSD_SB,1h,0.10,100.0,5.0,0.00%,-0.00,-75.00,15,-74.99999999999172
EURUSD_SB,1h,0.10,100.0,10.0,0.00%,-0.00,-150.00,15,-149.99999999998343
EURUSD_SB,1h,0.10,100.0,18.0,0.00%,-0.00,-270.00,15,-270.0000000000035
EURUSD_SB,1h,0.10,100.0,34.0,13.33%,0.45,-242.00,15,-242.00000000000875
EURUSD_SB,1h,0.10,100.0,50.0,20.00%,0.50,-300.00,15,-299.9999999999869
EURUSD_SB,30m,0.10,5.0,2.0,66.67%,5.00,56.00,21,55.99999999999381
EURUSD_SB,30m,0.10,10.0,2.0,33.33%,2.50,42.00,21,41.99999999999538
EURUSD_SB,30m,0.10,10.0,5.0,42.86%,1.50,30.00,21,29.999999999996703
EURUSD_SB,30m,0.10,15.0,2.0,9.52%,0.79,-8.00,21,-7.999999999994678
EURUSD_SB,30m,0.10,15.0,5.0,23.81%,0.87,-10.50,21,-10.49999999998883
EURUSD_SB,30m,0.10,15.0,10.0,38.10%,0.88,-15.50,21,-15.499999999981611
EURUSD_SB,30m,0.10,20.0,2.0,4.76%,0.50,-20.00,21,-19.999999999995577
EURUSD_SB,30m,0.10,20.0,5.0,19.05%,0.82,-15.50,21,-15.499999999990493
EURUSD_SB,30m,0.10,20.0,10.0,33.33%,0.93,-10.50,21,-10.499999999984368
EURUSD_SB,30m,0.10,20.0,18.0,42.86%,0.78,-46.50,21,-46.500000000002615
EURUSD_SB,30m,0.10,36.7,2.0,4.76%,0.92,-3.30,21,-3.2999999999949736
EURUSD_SB,30m,0.10,36.7,5.0,19.05%,1.41,34.60,21,34.60000000001132
