Symbol,Timeframe,Lot Size,TP Pips,SL Pips,Win Rate,Profit Factor,Total P/L,Total Trades,Net Pips
AUDNZD_SB,30m,0.10,5.0,2.0,30.00%,1.07,1.00,10,0.9999999999998899
AUDNZD_SB,30m,0.10,10.0,2.0,10.00%,0.56,-8.00,10,-7.999999999999119
AUDNZD_SB,30m,0.10,10.0,5.0,10.00%,0.22,-35.00,10,-34.99999999999614
AUDNZD_SB,30m,0.10,15.0,2.0,0.00%,-0.00,-20.00,10,-19.999999999997797
AUDNZD_SB,30m,0.10,15.0,5.0,10.00%,0.33,-30.00,10,-29.999999999994472
AUDNZD_SB,30m,0.10,15.0,10.0,20.00%,0.38,-50.00,10,-49.99999999999005
AUDNZD_SB,30m,0.10,20.0,2.0,0.00%,-0.00,-20.00,10,-19.999999999997797
AUDNZD_SB,30m,0.10,20.0,5.0,10.00%,0.44,-25.00,10,-24.999999999995023
AUDNZD_SB,30m,0.10,20.0,10.0,20.00%,0.50,-40.00,10,-39.999999999991154
AUDNZD_SB,30m,0.10,20.0,18.0,40.00%,0.74,-28.00,10,-28.000000000001364
AUDNZD_SB,30m,0.10,36.7,2.0,0.00%,-0.00,-20.00,10,-19.999999999997797
AUDNZD_SB,30m,0.10,36.7,5.0,0.00%,-0.00,-50.00,10,-49.999999999994486
AUDNZD_SB,30m,0.10,36.7,10.0,10.00%,0.41,-53.30,10,-53.29999999998946
AUDNZD_SB,30m,0.10,36.7,18.0,20.00%,0.51,-70.60,10,-70.60000000000066
AUDNZD_SB,30m,0.10,36.7,34.0,40.00%,0.72,-57.20,10,-57.200000000001666
AUDNZD_SB,30m,0.10,68.3,2.0,0.00%,-0.00,-20.00,10,-19.999999999997797
AUDNZD_SB,30m,0.10,68.3,5.0,0.00%,-0.00,-50.00,10,-49.999999999994486
AUDNZD_SB,30m,0.10,68.3,10.0,10.00%,0.76,-21.70,10,-21.699999999991164
AUDNZD_SB,30m,0.10,68.3,18.0,20.00%,0.95,-7.40,10,-7.40000000000407
AUDNZD_SB,30m,0.10,68.3,34.0,40.00%,1.34,69.20,10,69.19999999999152
AUDNZD_SB,30m,0.10,68.3,50.0,40.00%,0.91,-26.80,10,-26.799999999997908
AUDNZD_SB,30m,0.10,100.0,2.0,0.00%,-0.00,-20.00,10,-19.999999999997797
AUDNZD_SB,30m,0.10,100.0,5.0,0.00%,-0.00,-50.00,10,-49.999999999994486
AUDNZD_SB,30m,0.10,100.0,10.0,10.00%,1.11,10.00,10,10.000000000010004
