entry_time,symbol,timeframe,zone_id,action,entry_price,exit_time,exit_price,exit_reason,pnl_pips,duration_minutes,zone_strength
2025-06-04T01:33:00+00:00,AUDCAD,30m,52120f228ebc2d3a,BUY,0.88664,,,STILL_OPEN,8.0,467,90.0
